"head"	"relation"	"tail"
"drugbank.DB00402"	"SE"	"meddra.10027175"
"mondo.0010518"	"associated"	"uniprot.P42768"
"mondo.0018214"	"symptom"	"hpo.0002133"
"drugbank.DB01184"	"target"	"uniprot.P41595"
"mondo.0013910"	"associated"	"uniprot.Q969F8"
"mondo.0015019"	"symptom"	"hpo.0002102"
"mondo.0007404"	"symptom"	"hpo.0010780"
"drugbank.DB00317"	"target"	"uniprot.Q9UKE5"
"mondo.0010518"	"symptom"	"hpo.0000112"
"drugbank.DB00317"	"target"	"uniprot.Q9UEE5"
"drugbank.DB00995"	"target"	"uniprot.P04150"
"mondo.0014975"	"symptom"	"hpo.0000726"
"drugbank.DB01043"	"SE"	"meddra.10002972"
"mondo.0007844"	"associated"	"uniprot.Q9P2D1"
"mondo.0017607"	"associated"	"uniprot.Q8TAA9"
"mondo.0014402"	"symptom"	"hpo.0000752"
"drugbank.DB04868"	"SE"	"meddra.10047924"
"mondo.0019797"	"associated"	"uniprot.Q08499"
"mondo.0018896"	"associated"	"uniprot.Q76LX8"
"drugbank.DB06616"	"target"	"uniprot.Q9Y6R4"
"mondo.0013217"	"associated"	"uniprot.P62854"
"drugbank.DB08889"	"target"	"uniprot.P28062"
"drugbank.DB01110"	"target"	"uniprot.P22303"
"mondo.0008641"	"symptom"	"hpo.0000573"
"drugbank.DB00323"	"SE"	"meddra.10020604"
"mondo.0008318"	"symptom"	"hpo.0002176"
"drugbank.DB00624"	"target"	"uniprot.P08185"
"mondo.0013990"	"symptom"	"hpo.0002072"
"mondo.0014643"	"symptom"	"hpo.0000646"
"mondo.0009183"	"associated"	"uniprot.P16144"
"mondo.0008703"	"symptom"	"hpo.0003826"
"mondo.0013391"	"symptom"	"hpo.0004409"
"mondo.0009874"	"symptom"	"hpo.0001959"
"drugbank.DB00244"	"SE"	"meddra.10000971"
"mondo.0009124"	"symptom"	"hpo.0006721"
"mondo.0014098"	"symptom"	"hpo.0003077"
"mondo.0011529"	"symptom"	"hpo.0002067"
"mondo.0100211"	"symptom"	"hpo.0002098"
"mondo.0008283"	"symptom"	"hpo.0002917"
"drugbank.DB05294"	"target"	"uniprot.Q96D53"
"mondo.0023122"	"associated"	"uniprot.Q96KN3"
"mondo.0011576"	"symptom"	"hpo.0002170"
"drugbank.DB00335"	"SE"	"meddra.10037375"
"mondo.0017267"	"associated"	"uniprot.P22735"
"drugbank.DB00264"	"SE"	"meddra.10047924"
"mondo.0020331"	"symptom"	"hpo.0040186"
"drugbank.DB06825"	"SE"	"meddra.10006002"
"mondo.0007042"	"symptom"	"hpo.0000643"
"mondo.0009723"	"symptom"	"hpo.0000998"
"mondo.0007576"	"associated"	"uniprot.P04626"
"mondo.0009268"	"symptom"	"hpo.0000027"
"mondo.0011178"	"symptom"	"hpo.0001266"
"mondo.0008684"	"associated"	"uniprot.Q9H3P2"
"mondo.0014955"	"associated"	"uniprot.Q8NDN9"
"drugbank.DB00598"	"SE"	"meddra.10034206"
"drugbank.DB00216"	"SE"	"meddra.10003285"
"drugbank.DB00285"	"SE"	"meddra.10023332"
"mondo.0010650"	"associated"	"uniprot.P35968"
"mondo.0014503"	"symptom"	"hpo.0001350"
"drugbank.DB00843"	"SE"	"meddra.10015026"
"mondo.0009738"	"symptom"	"hpo.0001350"
"mondo.0008479"	"symptom"	"hpo.0007906"
"mondo.0016333"	"associated"	"uniprot.Q16635"
"drugbank.DB00244"	"SE"	"meddra.10033573"
"mondo.0005313"	"symptom"	"hpo.0025085"
"drugbank.DB01162"	"target"	"uniprot.P16083"
"drugbank.DB01215"	"target"	"uniprot.P34903"
"drugbank.DB06616"	"target"	"uniprot.Q04759"
"mondo.0016344"	"symptom"	"hpo.0002179"
"mondo.0013281"	"associated"	"uniprot.Q9H9E3"
"drugbank.DB06626"	"target"	"uniprot.P36888"
"drugbank.DB00471"	"target"	"uniprot.P10632"
"mondo.0060583"	"symptom"	"hpo.0001287"
"drugbank.DB01267"	"target"	"uniprot.P41595"
"mondo.0012850"	"symptom"	"hpo.0002148"
"drugbank.DB00755"	"SE"	"meddra.10013442"
"mondo.0009109"	"symptom"	"hpo.0000093"
"drugbank.DB01011"	"SE"	"meddra.10003639"
"mondo.0009688"	"symptom"	"hpo.0100614"
"drugbank.DB01050"	"SE"	"meddra.10038695"
"mondo.0024553"	"associated"	"uniprot.Q9Y2Z4"
"mondo.0011456"	"symptom"	"hpo.0001395"
"mondo.0006292"	"associated"	"uniprot.Q9Y342"
"mondo.0009949"	"symptom"	"hpo.0002789"
"drugbank.DB00244"	"target"	"uniprot.P09917"
"mondo.0008280"	"symptom"	"hpo.0002035"
"drugbank.DB00582"	"SE"	"meddra.10013864"
"drugbank.DB01224"	"target"	"uniprot.P41595"
"mondo.0012359"	"symptom"	"hpo.0001890"
"mondo.0014568"	"associated"	"uniprot.Q8TCG5"
"mondo.0009249"	"symptom"	"hpo.0003128"
"mondo.0800026"	"symptom"	"hpo.0002104"
"mondo.0013433"	"symptom"	"hpo.0001433"
"mondo.0010866"	"symptom"	"hpo.0025116"
"drugbank.DB00740"	"SE"	"meddra.10060862"
"mondo.0014563"	"associated"	"uniprot.P30084"
"drugbank.DB01115"	"target"	"uniprot.P16389"
"drugbank.DB08911"	"SE"	"meddra.10020582"
"mondo.0012198"	"symptom"	"hpo.0001433"
"drugbank.DB00755"	"SE"	"meddra.10043563"
"mondo.0002474"	"symptom"	"hpo.0000488"
"drugbank.DB00640"	"target"	"uniprot.P29275"
"drugbank.DB01179"	"target"	"uniprot.Q71U36"
"mondo.0017317"	"symptom"	"hpo.0000995"
"mondo.0020735"	"symptom"	"hpo.0001065"
"mondo.0014819"	"symptom"	"hpo.0410030"
"mondo.0015177"	"associated"	"uniprot.P45452"
"mondo.0100224"	"associated"	"uniprot.O43181"
"mondo.0044792"	"associated"	"uniprot.P01112"
"mondo.0012528"	"associated"	"uniprot.Q9HC23"
"mondo.0019542"	"symptom"	"hpo.0002170"
"drugbank.DB00543"	"target"	"uniprot.Q9Y345"
"mondo.0008458"	"associated"	"uniprot.Q13255"
"mondo.0010172"	"associated"	"uniprot.P60484"
"mondo.0014243"	"symptom"	"hpo.0000135"
"drugbank.DB01156"	"SE"	"meddra.10036142"
"mondo.0012883"	"associated"	"uniprot.Q6N021"
"mondo.0016698"	"associated"	"uniprot.Q96K58"
"mondo.0019609"	"symptom"	"hpo.0002021"
"mondo.0013173"	"associated"	"uniprot.Q96Q05"
"drugbank.DB00983"	"target"	"uniprot.P07550"
"drugbank.DB00724"	"SE"	"meddra.10039791"
"mondo.0008723"	"symptom"	"hpo.0033165"
"mondo.0009532"	"symptom"	"hpo.0000112"
"drugbank.DB01100"	"SE"	"meddra.10001541"
"mondo.0008931"	"associated"	"uniprot.P25054"
"mondo.0009480"	"symptom"	"hpo.0001959"
"mondo.0012923"	"symptom"	"hpo.0001397"
"drugbank.DB00230"	"SE"	"meddra.10040943"
"mondo.0014559"	"associated"	"uniprot.Q9H1V8"
"mondo.0019338"	"symptom"	"hpo.0001097"
"mondo.0009131"	"symptom"	"hpo.0000966"
"mondo.0018612"	"associated"	"uniprot.Q9NRD8"
"mondo.0016698"	"associated"	"uniprot.P29323"
"mondo.0007804"	"associated"	"uniprot.P10071"
"drugbank.DB01440"	"SE"	"meddra.10001580"
"drugbank.DB01156"	"SE"	"meddra.10046593"
"mondo.0019542"	"symptom"	"hpo.0002181"
"mondo.0018997"	"associated"	"uniprot.P36507"
"mondo.0009251"	"symptom"	"hpo.0002149"
"drugbank.DB00768"	"SE"	"meddra.10050515"
"mondo.0018088"	"symptom"	"hpo.0006554"
"mondo.0017694"	"symptom"	"hpo.0011947"
"drugbank.DB00495"	"SE"	"meddra.10026749"
"mondo.0009874"	"symptom"	"hpo.0001953"
"drugbank.DB00884"	"SE"	"meddra.10022955"
"mondo.0012866"	"associated"	"uniprot.Q7L5A8"
"drugbank.DB13867"	"SE"	"meddra.10020200"
"mondo.0009867"	"symptom"	"hpo.0012250"
"mondo.0008810"	"associated"	"uniprot.P06858"
"drugbank.DB01136"	"target"	"uniprot.P50406"
"drugbank.DB00740"	"SE"	"meddra.10008417"
"mondo.0024538"	"symptom"	"hpo.0002354"
"mondo.0019350"	"associated"	"uniprot.P16452"
"mondo.0019260"	"symptom"	"hpo.0002312"
"drugbank.DB01165"	"SE"	"meddra.10037576"
"mondo.0017366"	"associated"	"uniprot.Q9NX18"
"mondo.0012718"	"symptom"	"hpo.0002352"
"mondo.0005197"	"symptom"	"hpo.0001695"
"drugbank.DB01628"	"SE"	"meddra.10048302"
"mondo.0014369"	"symptom"	"hpo.0040075"
"drugbank.DB00404"	"SE"	"meddra.10028521"
"mondo.0007269"	"associated"	"uniprot.P04278"
"mondo.0016419"	"associated"	"uniprot.O96017"
"drugbank.DB00734"	"SE"	"meddra.10010071"
"mondo.0011475"	"symptom"	"hpo.0001087"
"mondo.0011629"	"symptom"	"hpo.0002098"
"mondo.0018874"	"associated"	"uniprot.P17655"
"mondo.0011964"	"symptom"	"hpo.0002170"
"drugbank.DB06589"	"target"	"uniprot.Q13882"
"mondo.0009719"	"associated"	"uniprot.P10644"
"mondo.0007110"	"symptom"	"hpo.0001622"
"mondo.0009039"	"associated"	"uniprot.O94761"
"drugbank.DB01072"	"target"	"uniprot.P22309"
"drugbank.DB00575"	"SE"	"meddra.10038695"
"mondo.0008223"	"symptom"	"hpo.0003470"
"mondo.0010789"	"symptom"	"hpo.0007302"
"mondo.0012700"	"symptom"	"hpo.0001878"
"mondo.0060611"	"symptom"	"hpo.0001888"
"drugbank.DB00230"	"target"	"uniprot.Q01650"
"drugbank.DB00480"	"SE"	"meddra.10020907"
"drugbank.DB00640"	"target"	"uniprot.Q8TCG2"
"mondo.0009746"	"symptom"	"hpo.0030811"
"mondo.0008795"	"associated"	"uniprot.Q14643"
"drugbank.DB08865"	"target"	"uniprot.P51617"
"drugbank.DB01175"	"target"	"uniprot.P35367"
"drugbank.DB00530"	"target"	"uniprot.P06239"
"drugbank.DB00564"	"target"	"uniprot.P47870"
"mondo.0018906"	"associated"	"uniprot.Q92956"
"drugbank.DB00630"	"SE"	"meddra.10015461"
"mondo.0014023"	"associated"	"uniprot.O94777"
"mondo.0010200"	"symptom"	"hpo.0010741"
"drugbank.DB00918"	"SE"	"meddra.10020910"
"mondo.0015515"	"associated"	"uniprot.P23786"
"mondo.0014619"	"symptom"	"hpo.0008064"
"drugbank.DB00230"	"SE"	"meddra.10024378"
"mondo.0013388"	"symptom"	"hpo.0002133"
"mondo.0014850"	"symptom"	"hpo.0001105"
"mondo.0014224"	"symptom"	"hpo.0002317"
"drugbank.DB00285"	"SE"	"meddra.10037576"
"drugbank.DB00715"	"SE"	"meddra.10020582"
"drugbank.DB05294"	"target"	"uniprot.P11362"
"drugbank.DB06616"	"target"	"uniprot.P07948"
"mondo.0014743"	"symptom"	"hpo.0011703"
"drugbank.DB01149"	"SE"	"meddra.10047001"
"mondo.0024568"	"symptom"	"hpo.0006554"
"mondo.0013058"	"symptom"	"hpo.0002352"
"mondo.0011422"	"symptom"	"hpo.0001942"
"mondo.0013717"	"symptom"	"hpo.0000093"
"mondo.0013806"	"associated"	"uniprot.Q13535"
"drugbank.DB01273"	"SE"	"meddra.10039729"
"drugbank.DB08911"	"target"	"uniprot.P36507"
"drugbank.DB00975"	"target"	"uniprot.O00408"
"mondo.0005580"	"associated"	"uniprot.Q86WV6"
"mondo.0009050"	"symptom"	"hpo.0001974"
"mondo.0007191"	"symptom"	"hpo.0001701"
"drugbank.DB00962"	"SE"	"meddra.10039729"
"mondo.0008310"	"symptom"	"hpo.0002170"
"mondo.0011740"	"associated"	"uniprot.O14521"
"mondo.0013324"	"symptom"	"hpo.0001004"
"drugbank.DB08916"	"target"	"uniprot.Q16816"
"mondo.0010977"	"associated"	"uniprot.O14983"
"mondo.0008145"	"symptom"	"hpo.0002653"
"drugbank.DB00343"	"target"	"uniprot.Q13698"
"drugbank.DB00679"	"target"	"uniprot.P33261"
"mondo.0009528"	"symptom"	"hpo.0003073"
"mondo.0009891"	"symptom"	"hpo.0002637"
"drugbank.DB00193"	"SE"	"meddra.10040558"
"mondo.0014958"	"associated"	"uniprot.Q9NVI7"
"mondo.0014790"	"symptom"	"hpo.0001397"
"mondo.0013943"	"symptom"	"hpo.0002169"
"drugbank.DB00993"	"SE"	"meddra.10025310"
"mondo.0018969"	"associated"	"uniprot.P10071"
"mondo.0013021"	"symptom"	"hpo.0025615"
"mondo.0011629"	"symptom"	"hpo.0031218"
"mondo.0012848"	"associated"	"uniprot.Q9P2K1"
"drugbank.DB00242"	"SE"	"meddra.10006895"
"mondo.0008542"	"associated"	"uniprot.Q99967"
"mondo.0012904"	"associated"	"uniprot.Q96MT3"
"mondo.0011532"	"associated"	"uniprot.P10809"
"mondo.0011402"	"symptom"	"hpo.0000763"
"mondo.0008458"	"associated"	"uniprot.O95551"
"mondo.0013722"	"associated"	"uniprot.Q9NW08"
"mondo.0019600"	"associated"	"uniprot.P07992"
"drugbank.DB01406"	"SE"	"meddra.10039788"
"drugbank.DB06287"	"target"	"uniprot.P08183"
"drugbank.DB01242"	"SE"	"meddra.10040943"
"mondo.0014429"	"symptom"	"hpo.0002754"
"mondo.0005580"	"associated"	"uniprot.P23528"
"mondo.0018150"	"symptom"	"hpo.0002653"
"mondo.0011719"	"associated"	"uniprot.O15118"
"drugbank.DB01198"	"SE"	"meddra.10002942"
"mondo.0019171"	"associated"	"uniprot.Q99996"
"mondo.0016256"	"symptom"	"hpo.0001698"
"mondo.0010848"	"associated"	"uniprot.O00567"
"mondo.0019259"	"symptom"	"hpo.0000717"
"mondo.0100296"	"symptom"	"hpo.0007957"
"mondo.0009341"	"symptom"	"hpo.0002021"
"mondo.0019004"	"associated"	"uniprot.P12111"
"mondo.0008693"	"symptom"	"hpo.0001539"
"drugbank.DB01165"	"SE"	"meddra.10014080"
"mondo.0010421"	"symptom"	"hpo.0001648"
"mondo.0100244"	"symptom"	"hpo.0032043"
"drugbank.DB00734"	"SE"	"meddra.10024378"
"mondo.0018874"	"associated"	"uniprot.Q96AW1"
"drugbank.DB01211"	"SE"	"meddra.10018386"
"drugbank.DB00625"	"SE"	"meddra.10029148"
"mondo.8000012"	"symptom"	"hpo.0012418"
"mondo.0018177"	"associated"	"uniprot.P01584"
"mondo.0010653"	"symptom"	"hpo.0000618"
"drugbank.DB00268"	"SE"	"meddra.10003639"
"mondo.0009176"	"symptom"	"hpo.0200039"
"mondo.0008383"	"associated"	"uniprot.P01589"
"drugbank.DB14213"	"SE"	"meddra.10007515"
"mondo.0018177"	"associated"	"uniprot.P51812"
"drugbank.DB00471"	"target"	"uniprot.Q13304"
"mondo.0013359"	"symptom"	"hpo.0001959"
"drugbank.DB06616"	"target"	"uniprot.P42684"
"drugbank.DB00425"	"SE"	"meddra.10037596"
"mondo.0015719"	"symptom"	"hpo.0000132"
"mondo.0008428"	"symptom"	"hpo.0002575"
"mondo.0008678"	"symptom"	"hpo.0000787"
"drugbank.DB00679"	"target"	"uniprot.P23975"
"drugbank.DB00624"	"SE"	"meddra.10015000"
"drugbank.DB00230"	"SE"	"meddra.10020400"
"mondo.0014320"	"associated"	"uniprot.P10589"
"mondo.0013457"	"symptom"	"hpo.0000546"
"drugbank.DB00393"	"target"	"uniprot.P08684"
"mondo.0019006"	"associated"	"uniprot.Q16827"
"drugbank.DB08815"	"SE"	"meddra.10003671"
"drugbank.DB00996"	"SE"	"meddra.10003285"
"mondo.0008926"	"associated"	"uniprot.P18074"
"mondo.0014503"	"symptom"	"hpo.0002312"
"mondo.0019200"	"associated"	"uniprot.Q13286"
"mondo.0005563"	"symptom"	"hpo.0002664"
"drugbank.DB08865"	"target"	"uniprot.O43318"
"mondo.0014516"	"symptom"	"hpo.0000488"
"mondo.0012231"	"symptom"	"hpo.0025238"
"mondo.0016642"	"symptom"	"hpo.0000618"
"mondo.0018874"	"associated"	"uniprot.Q9NZN3"
"drugbank.DB08865"	"target"	"uniprot.P23458"
"drugbank.DB01236"	"SE"	"meddra.10007515"
"drugbank.DB01236"	"target"	"uniprot.P78334"
"drugbank.DB01268"	"target"	"uniprot.O75460"
"mondo.0007698"	"symptom"	"hpo.0005268"
"mondo.0019414"	"symptom"	"hpo.0008064"
"mondo.0011152"	"symptom"	"hpo.0001889"
"mondo.0011330"	"symptom"	"hpo.0000012"
"mondo.0008765"	"symptom"	"hpo.0000618"
"drugbank.DB00746"	"SE"	"meddra.10006002"
"mondo.0014796"	"symptom"	"hpo.0002304"
"mondo.0007732"	"symptom"	"hpo.0011705"
"mondo.0100224"	"associated"	"uniprot.O75251"
"mondo.0007099"	"symptom"	"hpo.0000093"
"mondo.0008918"	"symptom"	"hpo.0000961"
"mondo.0008199"	"symptom"	"hpo.0002367"
"mondo.0018800"	"associated"	"uniprot.P11362"
"mondo.0019354"	"symptom"	"hpo.0002653"
"drugbank.DB00674"	"target"	"uniprot.P22303"
"drugbank.DB05521"	"SE"	"meddra.10038923"
"mondo.0014421"	"symptom"	"hpo.0000826"
"mondo.0009050"	"symptom"	"hpo.0000141"
"mondo.0013060"	"symptom"	"hpo.0000746"
"mondo.0005124"	"associated"	"uniprot.Q15399"
"drugbank.DB01041"	"SE"	"meddra.10049195"
"mondo.0014998"	"symptom"	"hpo.0007906"
"mondo.0002728"	"associated"	"uniprot.Q8N414"
"mondo.0009319"	"symptom"	"hpo.0000643"
"mondo.0019391"	"associated"	"uniprot.Q9NPD8"
"mondo.0011017"	"associated"	"uniprot.P14923"
"mondo.0010299"	"symptom"	"hpo.0012587"
"mondo.0011469"	"associated"	"uniprot.P40238"
"mondo.0010664"	"associated"	"uniprot.P52788"
"mondo.0009711"	"symptom"	"hpo.0001609"
"mondo.0017195"	"associated"	"uniprot.O00469"
"drugbank.DB00678"	"target"	"uniprot.Q14432"
"mondo.0017623"	"symptom"	"hpo.0005584"
"mondo.0010644"	"associated"	"uniprot.P51795"
"drugbank.DB08896"	"target"	"uniprot.P15056"
"drugbank.DB01254"	"target"	"uniprot.P36888"
"mondo.0012266"	"symptom"	"hpo.0100602"
"drugbank.DB01259"	"SE"	"meddra.10034016"
"drugbank.DB01166"	"SE"	"meddra.10002969"
"drugbank.DB00734"	"SE"	"meddra.10021013"
"drugbank.DB00548"	"SE"	"meddra.10000496"
"drugbank.DB00734"	"SE"	"meddra.10027162"
"mondo.0010455"	"symptom"	"hpo.0005523"
"mondo.0011374"	"symptom"	"hpo.0002155"
"mondo.0014656"	"symptom"	"hpo.0000544"
"mondo.0017267"	"associated"	"uniprot.O75342"
"mondo.0010150"	"associated"	"uniprot.P45984"
"mondo.0001187"	"associated"	"uniprot.Q9NS23"
"drugbank.DB01175"	"SE"	"meddra.10030338"
"mondo.0007340"	"symptom"	"hpo.0002098"
"drugbank.DB06772"	"target"	"uniprot.P68371"
"mondo.0013255"	"symptom"	"hpo.0008064"
"mondo.0014908"	"associated"	"uniprot.O14578"
"mondo.0007874"	"symptom"	"hpo.0000616"
"drugbank.DB05294"	"target"	"uniprot.P23443"
"drugbank.DB01189"	"target"	"uniprot.P28472"
"mondo.0011380"	"symptom"	"hpo.0100653"
"mondo.0010298"	"symptom"	"hpo.0000029"
"mondo.0007959"	"associated"	"uniprot.P26447"
"mondo.0010269"	"associated"	"uniprot.Q2NKJ3"
"mondo.0012853"	"symptom"	"hpo.0002107"
"drugbank.DB00924"	"SE"	"meddra.10033841"
"drugbank.DB00884"	"SE"	"meddra.10017822"
"mondo.0005683"	"symptom"	"hpo.0012089"
"mondo.0005028"	"associated"	"uniprot.Q92832"
"mondo.0009324"	"associated"	"uniprot.Q695T7"
"mondo.0014553"	"symptom"	"hpo.0002104"
"mondo.0007947"	"associated"	"uniprot.P04179"
"mondo.0014741"	"symptom"	"hpo.0001007"
"mondo.0013797"	"symptom"	"hpo.0000126"
"drugbank.DB00531"	"SE"	"meddra.10015068"
"mondo.0010829"	"symptom"	"hpo.0001269"
"mondo.0016241"	"symptom"	"hpo.0002072"
"mondo.0018088"	"symptom"	"hpo.0005214"
"drugbank.DB01268"	"target"	"uniprot.P07947"
"mondo.0018059"	"symptom"	"hpo.0031179"
"mondo.0015339"	"symptom"	"hpo.0002607"
"drugbank.DB00481"	"target"	"uniprot.P18825"
"mondo.0006468"	"symptom"	"hpo.0002575"
"drugbank.DB00640"	"SE"	"meddra.10047281"
"drugbank.DB00915"	"SE"	"meddra.10041053"
"mondo.0018229"	"associated"	"uniprot.P55072"
"mondo.0018089"	"symptom"	"hpo.0030148"
"mondo.0007608"	"associated"	"uniprot.P25054"
"mondo.0011740"	"associated"	"uniprot.O75204"
"mondo.0019019"	"symptom"	"hpo.0007957"
"drugbank.DB00995"	"SE"	"meddra.10027170"
"drugbank.DB00175"	"SE"	"meddra.10047115"
"mondo.0013950"	"symptom"	"hpo.0011947"
"mondo.0014120"	"associated"	"uniprot.Q9NY97"
"mondo.0007576"	"associated"	"uniprot.Q12802"
"mondo.0005580"	"associated"	"uniprot.Q8TD31"
"mondo.0015452"	"symptom"	"hpo.0001636"
"mondo.0019640"	"symptom"	"hpo.0001562"
"drugbank.DB01254"	"target"	"uniprot.P17948"
"mondo.0019454"	"symptom"	"hpo.0010741"
"drugbank.DB01406"	"target"	"uniprot.P08913"
"drugbank.DB00273"	"SE"	"meddra.10020576"
"mondo.0012177"	"symptom"	"hpo.0002607"
"mondo.0008823"	"symptom"	"hpo.0002098"
"drugbank.DB01011"	"target"	"uniprot.P15538"
"mondo.0013573"	"associated"	"uniprot.Q96FT9"
"mondo.0008487"	"associated"	"uniprot.O95201"
"mondo.0008199"	"associated"	"uniprot.Q96A57"
"mondo.0011022"	"associated"	"uniprot.Q93063"
"drugbank.DB00704"	"target"	"uniprot.P36544"
"mondo.0009925"	"symptom"	"hpo.0001482"
"mondo.0013188"	"associated"	"uniprot.P35219"
"mondo.0024538"	"associated"	"uniprot.P01127"
"drugbank.DB06202"	"SE"	"meddra.10057320"
"mondo.0008662"	"symptom"	"hpo.0007902"
"drugbank.DB00321"	"target"	"uniprot.P28223"
"mondo.0010847"	"associated"	"uniprot.Q13255"
"mondo.0018921"	"associated"	"uniprot.Q9UPM9"
"mondo.0007875"	"symptom"	"hpo.0004942"
"mondo.0012105"	"symptom"	"hpo.0002206"
"mondo.0031481"	"symptom"	"hpo.0000135"
"mondo.0012883"	"associated"	"uniprot.Q6W2J9"
"mondo.0005711"	"associated"	"uniprot.P19544"
"mondo.0011484"	"symptom"	"hpo.0004757"
"drugbank.DB06148"	"target"	"uniprot.P11229"
"drugbank.DB00242"	"SE"	"meddra.10064890"
"mondo.0013769"	"symptom"	"hpo.0011623"
"drugbank.DB01068"	"target"	"uniprot.P47869"
"mondo.0010847"	"symptom"	"hpo.0000763"
"mondo.0011540"	"symptom"	"hpo.0002354"
"drugbank.DB00884"	"SE"	"meddra.10028980"
"drugbank.DB13867"	"SE"	"meddra.10020558"
"mondo.0010506"	"symptom"	"hpo.0100716"
"mondo.0014975"	"symptom"	"hpo.0002067"
"mondo.0013005"	"symptom"	"hpo.0001959"
"mondo.0012897"	"associated"	"uniprot.P03951"
"mondo.0011871"	"symptom"	"hpo.0001971"
"mondo.0008678"	"symptom"	"hpo.0001081"
"drugbank.DB00811"	"SE"	"meddra.10014928"
"mondo.0800026"	"associated"	"uniprot.P23560"
"mondo.0011489"	"associated"	"uniprot.O75298"
"drugbank.DB00669"	"SE"	"meddra.10062872"
"drugbank.DB00471"	"target"	"uniprot.P21452"
"mondo.0014690"	"associated"	"uniprot.Q96AP0"
"drugbank.DB00996"	"SE"	"meddra.10021021"
"mondo.0011766"	"symptom"	"hpo.0000789"
"mondo.0001187"	"associated"	"uniprot.P11245"
"mondo.0021055"	"associated"	"uniprot.O60565"
"drugbank.DB00715"	"target"	"uniprot.P08588"
"mondo.0009723"	"associated"	"uniprot.Q9P2R7"
"mondo.0009136"	"symptom"	"hpo.0001395"
"mondo.0010847"	"associated"	"uniprot.Q12948"
"mondo.0008310"	"symptom"	"hpo.0000961"
"mondo.0011989"	"associated"	"uniprot.P02741"
"drugbank.DB00928"	"SE"	"meddra.10029410"
"drugbank.DB00459"	"SE"	"meddra.10040848"
"mondo.0014261"	"associated"	"uniprot.Q6P4A7"
"mondo.0009331"	"symptom"	"hpo.0002475"
"drugbank.DB00285"	"SE"	"meddra.10002882"
"drugbank.DB00882"	"target"	"uniprot.P23975"
"mondo.0016367"	"symptom"	"hpo.0100658"
"mondo.0013652"	"symptom"	"hpo.0005978"
"drugbank.DB00398"	"target"	"uniprot.P04049"
"mondo.0016333"	"associated"	"uniprot.P04049"
"mondo.0800042"	"symptom"	"hpo.0003826"
"mondo.0016030"	"associated"	"uniprot.Q9NZK5"
"mondo.0007959"	"associated"	"uniprot.Q92794"
"mondo.0010664"	"associated"	"uniprot.Q6DJT9"
"drugbank.DB01261"	"target"	"uniprot.Q6V1X1"
"mondo.0010771"	"symptom"	"hpo.0001640"
"drugbank.DB00230"	"SE"	"meddra.10020647"
"mondo.0018940"	"associated"	"uniprot.Q9Y215"
"mondo.0015552"	"associated"	"uniprot.Q02388"
"drugbank.DB00425"	"SE"	"meddra.10018627"
"drugbank.DB00186"	"SE"	"meddra.10007515"
"mondo.0012694"	"symptom"	"hpo.0002789"
"mondo.0017317"	"symptom"	"hpo.0000826"
"drugbank.DB00502"	"SE"	"meddra.10047290"
"mondo.0010533"	"symptom"	"hpo.0003537"
"mondo.0012497"	"symptom"	"hpo.0000618"
"drugbank.DB00619"	"target"	"uniprot.Q14680"
"drugbank.DB04855"	"SE"	"meddra.10047115"
"drugbank.DB00996"	"SE"	"meddra.10020028"
"drugbank.DB06202"	"SE"	"meddra.10019386"
"mondo.0010780"	"symptom"	"hpo.0003128"
"drugbank.DB00315"	"target"	"uniprot.P28566"
"mondo.0009785"	"associated"	"uniprot.O15357"
"drugbank.DB00307"	"SE"	"meddra.10020622"
"mondo.0024547"	"associated"	"uniprot.P52945"
"mondo.0020341"	"associated"	"uniprot.P21333"
"drugbank.DB06589"	"target"	"uniprot.P17948"
"mondo.0011066"	"associated"	"uniprot.Q13614"
"mondo.0015270"	"symptom"	"hpo.0002104"
"drugbank.DB00398"	"target"	"uniprot.Q9H2X6"
"mondo.0007191"	"symptom"	"hpo.0004420"
"drugbank.DB00770"	"target"	"uniprot.Q96P56"
"mondo.0013699"	"associated"	"uniprot.P54278"
"drugbank.DB00262"	"SE"	"meddra.10008114"
"mondo.0009757"	"symptom"	"hpo.0002524"
"drugbank.DB00679"	"SE"	"meddra.10007515"
"mondo.0016333"	"symptom"	"hpo.0004308"
"mondo.0019019"	"symptom"	"hpo.0000973"
"mondo.0013828"	"associated"	"uniprot.P48167"
"drugbank.DB00215"	"SE"	"meddra.10024612"
"mondo.0001187"	"associated"	"uniprot.P22607"
"drugbank.DB00273"	"target"	"uniprot.P18507"
"mondo.0019171"	"symptom"	"hpo.0001688"
"drugbank.DB00315"	"SE"	"meddra.10020850"
"mondo.0009650"	"symptom"	"hpo.0001640"
"drugbank.DB01224"	"target"	"uniprot.Q06278"
"mondo.0015452"	"associated"	"uniprot.Q8NFD5"
"drugbank.DB00472"	"SE"	"meddra.10019418"
"drugbank.DB01043"	"target"	"uniprot.Q13224"
"drugbank.DB08910"	"SE"	"meddra.10025327"
"mondo.0009946"	"symptom"	"hpo.0003641"
"mondo.0015780"	"symptom"	"hpo.0000498"
"mondo.0014884"	"symptom"	"hpo.0002202"
"mondo.0013323"	"associated"	"uniprot.Q9P2L0"
"drugbank.DB00472"	"SE"	"meddra.10006514"
"drugbank.DB00640"	"SE"	"meddra.10038695"
"mondo.0019338"	"symptom"	"hpo.0000554"
"mondo.0009050"	"associated"	"uniprot.P12644"
